"","island","sitename","depthname","quad","species","colony","depth","allfates","fate_t","year","asize","psize","yearNext","asizeNext","psizeNext","survIPM","fateIPM","fec1","spcover","allcover","twoyear","site","trans","utrans","uquad","uyear","tyear","ucolony","fyear","fyearNext","Pgrowth","Pfuse","Pfiss","Psurv","fate","size","sizeNext","size2","grArea","spcoverD"
"2362","Ma","Kahe","03m","Q1","MC","05b",3,"IS","S",2002,0.91043,4.647056,2003,6.226124,10.610703,1,"growth",0,292.666497,1450.169182,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2002","Kahekili.03m.2002","Kahekili.03m.Q1.MC.05b","2002","2003",1,0,0,1,"growth",-0.0938382636046635,1.82875398830037,0.00880561971633832,1.92259225190503,2.2615652736932
"2364","Ma","Kahe","03m","Q1","MC","06",3,"SS","S",2002,11.189622,26.077285,2003,23.400709,25.041523,1,"growth",0,292.666497,1450.169182,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2002","Kahekili.03m.2002","Kahekili.03m.Q1.MC.06","2002","2003",1,0,0,1,"growth",2.41498674159241,3.15276632104995,5.83216096206714,0.737779579457532,2.2615652736932
"2365","Ma","Kahe","03m","Q1","MC","07",3,"SS","S",2002,19.381327,25.534276,2003,9.128716,18.702885,1,"growth",0,292.666497,1450.169182,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2002","Kahekili.03m.2002","Kahekili.03m.Q1.MC.07","2002","2003",1,0,0,1,"growth",2.96431007677069,2.21142504944846,8.78713423124428,-0.752885027322229,2.2615652736932
"2366","Ma","Kahe","03m","Q1","MC","08",3,"IS","S",2002,32.23682,45.595828,2003,17.328563,20.962904,1,"growth",0,292.666497,1450.169182,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2002","Kahekili.03m.2002","Kahekili.03m.Q1.MC.08","2002","2003",1,0,0,1,"growth",3.47310927753792,2.85235618049721,12.06248805372,-0.62075309704071,2.2615652736932
"2370","Ma","Kahe","03m","Q1","MC","14",3,"RS","S",2002,30.524344,33.174594,2003,7.354966,11.966551,1,"growth",0,292.666497,1450.169182,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2002","Kahekili.03m.2002","Kahekili.03m.Q1.MC.14","2002","2003",1,0,0,1,"growth",3.41852452918435,1.99537573133707,11.6863099566351,-1.42314879784728,2.2615652736932
"2392","Ma","Kahe","03m","Q2","MC","04",3,"RS","S",2002,2.500797,7.772946,2003,3.89713,12.396277,1,"growth",0,16.865812,1325.639537,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q2","Kahekili.03m.Q2.2002","Kahekili.03m.2002","Kahekili.03m.Q2.MC.04","2002","2003",1,0,0,1,"growth",0.916609481068233,1.36024038479427,0.840172940784175,0.443630903726039,-0.812042214275595
"2403","Ma","Kahe","03m","Q3","MC","01",3,"IS","S",2002,12.713831,19.762498,2003,4.213656,12.949143,1,"growth",0,134.905666,1382.159121,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2002","Kahekili.03m.2002","Kahekili.03m.Q3.MC.01","2002","2003",1,0,0,1,"growth",2.54269045599233,1.43833067939681,6.4652747549945,-1.10435977659552,0.503430149881672
"2405","Ma","Kahe","03m","Q3","MC","02",3,"SS","S",2002,1.781788,5.556746,2003,0.290249,2.116751,1,"growth",0,134.905666,1382.159121,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2002","Kahekili.03m.2002","Kahekili.03m.Q3.MC.02","2002","2003",1,0,0,1,"growth",0.577617354519128,-1.23701610371584,0.333641808241676,-1.81463345823497,0.503430149881672
"2406","Ma","Kahe","03m","Q3","MC","03",3,"IS","S",2002,38.717791,48.923164,2003,5.155959,10.574185,1,"growth",0,134.905666,1382.159121,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2002","Kahekili.03m.2002","Kahekili.03m.Q3.MC.03","2002","2003",1,0,0,1,"growth",3.65629921016109,1.64015313314463,13.3685239142246,-2.01614607701647,0.503430149881672
"2409","Ma","Kahe","03m","Q3","MC","03b",3,"IS","S",2002,21.328558,24.831732,2003,39.542454,38.683801,1,"growth",0,134.905666,1382.159121,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2002","Kahekili.03m.2002","Kahekili.03m.Q3.MC.03b","2002","2003",1,0,0,1,"growth",3.06004692588481,3.67737487954953,9.36388718861708,0.617327953664715,0.503430149881672
"2413","Ma","Kahe","03m","Q3","MC","05",3,"SS","S",2002,6.635698,15.358546,2003,11.526329,14.482525,1,"growth",0,134.905666,1382.159121,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2002","Kahekili.03m.2002","Kahekili.03m.Q3.MC.05","2002","2003",1,0,0,1,"growth",1.89246386194964,2.44463389676813,3.58141946878534,0.552170034818486,0.503430149881672
"2414","Ma","Kahe","03m","Q3","MC","06",3,"SS","S",2002,5.837916,15.164094,2003,17.919879,23.317447,1,"growth",0,134.905666,1382.159121,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2002","Kahekili.03m.2002","Kahekili.03m.Q3.MC.06","2002","2003",1,0,0,1,"growth",1.7643738838392,2.88591065529185,3.11301520197382,1.12153677145265,0.503430149881672
"2415","Ma","Kahe","03m","Q3","MC","07",3,"IS","S",2002,3.401594,7.491493,2003,4.435374,11.286408,1,"growth",0,134.905666,1382.159121,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2002","Kahekili.03m.2002","Kahekili.03m.Q3.MC.07","2002","2003",1,0,0,1,"growth",1.22424414528811,1.48961194140558,1.49877372727222,0.265367796117472,0.503430149881672
"2416","Ma","Kahe","03m","Q3","MC","07a",3,"IS","S",2002,3.227493,7.986773,2003,4.973545,10.089357,1,"growth",0,134.905666,1382.159121,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2002","Kahekili.03m.2002","Kahekili.03m.Q3.MC.07a","2002","2003",1,0,0,1,"growth",1.17170567487496,1.60413286552356,1.37289418853419,0.432427190648595,0.503430149881672
"2492","Ma","Kahe","03m","Q5","MC","01",3,"RS","S",2002,6.830614,13.4901,2003,18.764938,22.504583,1,"growth",0,6.830614,1792.671503,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q5","Kahekili.03m.Q5.2002","Kahekili.03m.2002","Kahekili.03m.Q5.MC.01","2002","2003",1,0,0,1,"growth",1.92141456705314,2.93199012855808,3.69183393848401,1.01057556150494,-0.923877540993691
"2569","Ma","Kahe","07m","Q1","MC","01",7,"SS","S",2002,3.32849,8.545868,2003,4.920425,10.869553,1,"growth",0,312.472692,2099.574794,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q1","Kahekili.07m.Q1.2002","Kahekili.07m.2002","Kahekili.07m.Q1.MC.01","2002","2003",1,0,0,1,"growth",1.20251874769779,1.59339490888732,1.44605133856466,0.390876161189526,1.13275436006533
"2570","Ma","Kahe","07m","Q1","MC","02",7,"SS","S",2002,32.795001,28.358934,2003,23.557598,26.529935,1,"growth",0,312.472692,2099.574794,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q1","Kahekili.07m.Q1.2002","Kahekili.07m.2002","Kahekili.07m.Q1.MC.02","2002","2003",1,0,0,1,"growth",3.49027609523815,3.15944840112408,12.1820272209909,-0.330827694114071,1.13275436006533
"2572","Ma","Kahe","07m","Q1","MC","05",7,"IS","S",2002,58.85932,55.900188,2003,15.712726,18.724565,1,"growth",0,312.472692,2099.574794,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q1","Kahekili.07m.Q1.2002","Kahekili.07m.2002","Kahekili.07m.Q1.MC.05","2002","2003",1,0,0,1,"growth",4.07515018990135,2.75447095726559,16.606849070253,-1.32067923263576,1.13275436006533
"2574","Ma","Kahe","07m","Q1","MC","06",7,"SS","S",2002,8.66101,17.295884,2003,14.761275,18.020805,1,"growth",0,312.472692,2099.574794,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q1","Kahekili.07m.Q1.2002","Kahekili.07m.2002","Kahekili.07m.Q1.MC.06","2002","2003",1,0,0,1,"growth",2.15883134394933,2.69200719755543,4.66055277161806,0.533175853606101,1.13275436006533
"2578","Ma","Kahe","07m","Q1","MC","10",7,"SS","S",2002,18.075293,27.160798,2003,8.744614,14.189299,1,"growth",0,312.472692,2099.574794,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q1","Kahekili.07m.Q1.2002","Kahekili.07m.2002","Kahekili.07m.Q1.MC.10","2002","2003",1,0,0,1,"growth",2.89454597814858,2.1684379679881,8.37839641961609,-0.726108010160477,1.13275436006533
"2615","Ma","Kahe","07m","Q2","MC","01",7,"US","S",2002,75.684949,73.621178,2003,62.462507,68.176913,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.01","2002","2003",1,0,0,1,"growth",4.32657931636876,4.13456648873756,18.7192885808299,-0.1920128276312,1.15367943023727
"2616","Ma","Kahe","07m","Q2","MC","04",7,"SS","S",2002,4.761821,10.659441,2003,9.042632,13.312555,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.04","2002","2003",1,0,0,1,"growth",1.56063015810996,2.2019502824705,2.43556649040233,0.641320124360535,1.15367943023727
"2617","Ma","Kahe","07m","Q2","MC","05",7,"US","S",2002,40.180809,39.872808,2003,36.201449,33.233312,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.05","2002","2003",1,0,0,1,"growth",3.69338949357932,3.58909914565495,13.6411259512821,-0.104290347924365,1.15367943023727
"2618","Ma","Kahe","07m","Q2","MC","06",7,"SS","S",2002,1.575323,5.030147,2003,3.963149,8.805637,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.06","2002","2003",1,0,0,1,"growth",0.454460330616777,1.37703891128098,0.206534192104311,0.922578580664202,1.15367943023727
"2620","Ma","Kahe","07m","Q2","MC","09",7,"SS","S",2002,26.141839,31.35928,2003,42.500691,39.243912,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.09","2002","2003",1,0,0,1,"growth",3.26353705767253,3.74952033462173,10.6506741268018,0.485983276949201,1.15367943023727
"2621","Ma","Kahe","07m","Q2","MC","10",7,"SS","S",2002,32.281788,36.398654,2003,38.291245,34.593535,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.10","2002","2003",1,0,0,1,"growth",3.47450323220233,3.64522127997758,12.0721727105845,0.170718047775245,1.15367943023727
"2625","Ma","Kahe","07m","Q2","MC","16",7,"SS","S",2002,15.471998,19.69229,2003,5.774661,13.577062,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.16","2002","2003",1,0,0,1,"growth",2.73903180944516,1.75347955338617,7.50229525315242,-0.985552256058992,1.15367943023727
"2630","Ma","Kahe","07m","Q2","MC","20",7,"SS","S",2002,6.334903,12.837263,2003,5.478251,10.414239,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.20","2002","2003",1,0,0,1,"growth",1.84607450189581,1.7007858894334,3.40799106654987,-0.145288612462409,1.15367943023727
"2633","Ma","Kahe","07m","Q2","MC","24",7,"RS","S",2002,1.420703,5.64078,2003,0.970262,4.394075,1,"growth",0,315.538452,1706.388053,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q2","Kahekili.07m.Q2.2002","Kahekili.07m.2002","Kahekili.07m.Q2.MC.24","2002","2003",1,0,0,1,"growth",0.351151819528774,-0.0301891408631983,0.123307600358369,-0.381340960391973,1.15367943023727
"2673","Ma","Kahe","07m","Q3","MC","01",7,"SS","S",2002,1.421274,5.951858,2003,0.817913,3.993476,1,"growth",0,77.468521,643.422575,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q3","Kahekili.07m.Q3.2002","Kahekili.07m.2002","Kahekili.07m.Q3.MC.01","2002","2003",1,0,0,1,"growth",0.351553652483568,-0.200999305003909,0.123589970574537,-0.552552957487477,-0.471245551497464
"2674","Ma","Kahe","07m","Q3","MC","02",7,"SS","S",2002,0.808197,3.521326,2003,0.682341,3.410573,1,"growth",0,77.468521,643.422575,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q3","Kahekili.07m.Q3.2002","Kahekili.07m.2002","Kahekili.07m.Q3.MC.02","2002","2003",1,0,0,1,"growth",-0.21294943829714,-0.382225746097024,0.0453474632710674,-0.169276307799884,-0.471245551497464
"2677","Ma","Kahe","07m","Q3","MC","03a",7,"IS","S",2002,7.541391,15.535964,2003,13.727491,21.712433,1,"growth",0,77.468521,643.422575,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q3","Kahekili.07m.Q3.2002","Kahekili.07m.2002","Kahekili.07m.Q3.MC.03a","2002","2003",1,0,0,1,"growth",2.02040664776363,2.61940046455239,4.08204302232748,0.598993816788757,-0.471245551497464
"2830","Ma","Kahe","07m","Q4","MC","01",7,"SS","S",2002,3.162662,8.568178,2003,1.252871,4.80396,1,"growth",0,9.2387,261.763892,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q4","Kahekili.07m.Q4.2002","Kahekili.07m.2002","Kahekili.07m.Q4.MC.01","2002","2003",1,0,0,1,"growth",1.15141407803811,0.225437717700908,1.32575437910435,-0.925976360337203,-0.936942080985638
"2857","Ma","Kahe","07m","Q5","MC","01",7,"SS","S",2002,5.486407,11.842114,2003,2.175278,7.309445,1,"growth",0,28.313563,442.536735,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q5","Kahekili.07m.Q5.2002","Kahekili.07m.2002","Kahekili.07m.Q5.MC.01","2002","2003",1,0,0,1,"growth",1.70227357860789,0.777156472464821,2.8977353364265,-0.925117106143066,-0.806748312786211
"2859","Ma","Kahe","07m","Q5","MC","05",7,"SS","S",2002,4.515625,10.384297,2003,5.526529,10.780674,1,"growth",0,28.313563,442.536735,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q5","Kahekili.07m.Q5.2002","Kahekili.07m.2002","Kahekili.07m.Q5.MC.05","2002","2003",1,0,0,1,"growth",1.50754360475276,1.70955995119924,2.27268772023095,0.202016346446478,-0.806748312786211
"2863","Ma","Kahe","07m","Q5","MC","09",7,"RS","S",2002,7.95248,16.219948,2003,0.733763,3.969335,1,"growth",0,28.313563,442.536735,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q5","Kahekili.07m.Q5.2002","Kahekili.07m.2002","Kahekili.07m.Q5.MC.09","2002","2003",1,0,0,1,"growth",2.07348382970559,-0.309569190790646,4.29933519205055,-2.38305302049623,-0.806748312786211
"2865","Ma","Kahe","07m","Q5","MC","11",7,"RS","S",2002,1.251769,4.717839,2003,1.656116,5.719555,1,"growth",0,28.313563,442.536735,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q5","Kahekili.07m.Q5.2002","Kahekili.07m.2002","Kahekili.07m.Q5.MC.11","2002","2003",1,0,0,1,"growth",0.224557750862471,0.504475101818978,0.0504261834724117,0.279917350956507,-0.806748312786211
"2866","Ma","Kahe","07m","Q5","MC","12",7,"RS","S",2002,0.842961,4.188387,2003,1.819777,6.336396,1,"growth",0,28.313563,442.536735,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q5","Kahekili.07m.Q5.2002","Kahekili.07m.2002","Kahekili.07m.Q5.MC.12","2002","2003",1,0,0,1,"growth",-0.170834585395659,0.598713966109072,0.0291844555673067,0.769548551504731,-0.806748312786211
"2878","Ma","Kahe","03m","Q1","MC","01",3,"SSS","S",2003,14.967895,21.964184,2004,12.014355,15.817328,1,"growth",0,163.617991,1204.288647,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2003","Kahekili.03m.2003","Kahekili.03m.Q1.MC.01","2003","2004",1,0,0,1,"growth",2.70590757398192,2.48610218485107,7.32193579893274,-0.21980538913085,0.823409112649636
"2879","Ma","Kahe","03m","Q1","MC","02",3,"SSS","S",2003,4.83232,9.256717,2004,12.624989,16.231593,1,"growth",0,163.617991,1204.288647,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2003","Kahekili.03m.2003","Kahekili.03m.Q1.MC.02","2003","2004",1,0,0,1,"growth",1.57532668360529,2.53567810387392,2.48165416007883,0.960351420268628,0.823409112649636
"2880","Ma","Kahe","03m","Q1","MC","03",3,"ISS","S",2003,41.353185,32.575658,2004,45.398645,37.591372,1,"growth",0,163.617991,1204.288647,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2003","Kahekili.03m.2003","Kahekili.03m.Q1.MC.03","2003","2004",1,0,0,1,"growth",3.72214944389638,3.81548225878693,13.8543964826982,0.0933328148905453,0.823409112649636
"2882","Ma","Kahe","03m","Q1","MC","04",3,"SSS","S",2003,12.709213,25.10027,2004,8.800966,14.32631,1,"growth",0,163.617991,1204.288647,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2003","Kahekili.03m.2003","Kahekili.03m.Q1.MC.04","2003","2004",1,0,0,1,"growth",2.54232716353603,2.17486148818685,6.46342740645314,-0.367465675349178,0.823409112649636
"2887","Ma","Kahe","03m","Q1","MC","05b",3,"ISS","S",2003,6.226124,10.610703,2004,2.055986,6.014435,1,"growth",0,163.617991,1204.288647,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2003","Kahekili.03m.2003","Kahekili.03m.Q1.MC.05b","2003","2004",1,0,0,1,"growth",1.82875398830037,0.720755538231214,3.3443411497245,-1.10799845006915,0.823409112649636
"2891","Ma","Kahe","03m","Q1","MC","08",3,"ISS","S",2003,17.328563,20.962904,2004,27.587192,35.378514,1,"growth",0,163.617991,1204.288647,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2003","Kahekili.03m.2003","Kahekili.03m.Q1.MC.08","2003","2004",1,0,0,1,"growth",2.85235618049721,3.31735160704387,8.13593578042064,0.464995426546656,0.823409112649636
"2892","Ma","Kahe","03m","Q1","MC","10",3,"XSS","S",2003,6.062148,11.564087,2004,6.653105,14.815642,1,"growth",0,163.617991,1204.288647,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2003","Kahekili.03m.2003","Kahekili.03m.Q1.MC.10","2003","2004",1,0,0,1,"growth",1.80206419272228,1.89508366298904,3.24743535469179,0.0930194702667592,0.823409112649636
"2894","Ma","Kahe","03m","Q1","MC","14",3,"RSS","S",2003,7.354966,11.966551,2004,30.63924,25.293854,1,"growth",0,163.617991,1204.288647,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q1","Kahekili.03m.Q1.2003","Kahekili.03m.2003","Kahekili.03m.Q1.MC.14","2003","2004",1,0,0,1,"growth",1.99537573133707,3.42228154038722,3.98152430920896,1.42690580905014,0.823409112649636
"2924","Ma","Kahe","03m","Q2","MC","04",3,"RSS","S",2003,3.89713,12.396277,2004,2.513438,8.27616,1,"growth",0,3.948532,921.433624,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q2","Kahekili.03m.Q2.2003","Kahekili.03m.2003","Kahekili.03m.Q2.MC.04","2003","2004",1,0,0,1,"growth",1.36024038479427,0.921651537046978,1.85025390442527,-0.438588847747293,-0.955996347428635
"2941","Ma","Kahe","03m","Q3","MC","01",3,"ISS","S",2003,4.213656,12.949143,2004,9.96173,16.636053,1,"growth",0,115.74704,1031.15243,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2003","Kahekili.03m.2003","Kahekili.03m.Q3.MC.01","2003","2004",1,0,0,1,"growth",1.43833067939681,2.29875075129243,2.06879514329409,0.860420071895622,0.289920541184385
"2942","Ma","Kahe","03m","Q3","MC","02",3,"SSS","S",2003,0.290249,2.116751,2004,0.542287,3.51337,1,"growth",0,115.74704,1031.15243,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2003","Kahekili.03m.2003","Kahekili.03m.Q3.MC.02","2003","2004",1,0,0,1,"growth",-1.23701610371584,-0.611959897393688,1.53020884085232,0.625056206322154,0.289920541184385
"2943","Ma","Kahe","03m","Q3","MC","03",3,"ISS","S",2003,5.155959,10.574185,2004,8.821134,12.96779,1,"growth",0,115.74704,1031.15243,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2003","Kahekili.03m.2003","Kahekili.03m.Q3.MC.03","2003","2004",1,0,0,1,"growth",1.64015313314463,2.17715043318267,2.69010230016413,0.536997300038047,0.289920541184385
"2944","Ma","Kahe","03m","Q3","MC","03a",3,"IMS","S",2003,23.108088,32.375525,2004,14.691059,26.665542,1,"growth",0,115.74704,1031.15243,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2003","Kahekili.03m.2003","Kahekili.03m.Q3.MC.03a","2003","2004",1,0,0,1,"growth",3.14018268611672,2.68723907744448,9.86074730218721,-0.452943608672236,0.289920541184385
"2945","Ma","Kahe","03m","Q3","MC","03aa",3,"IS","S",2003,4.581507,9.148144,2004,13.058595,19.87549,1,"growth",0,115.74704,1031.15243,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2003","Kahekili.03m.2003","Kahekili.03m.Q3.MC.03aa","2003","2004",1,0,0,1,"growth",1.52202798330584,2.56944653766294,2.31656918196606,1.04741855435709,0.289920541184385
"2948","Ma","Kahe","03m","Q3","MC","05",3,"SSS","S",2003,11.526329,14.482525,2004,23.666813,29.914783,1,"growth",0,115.74704,1031.15243,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q3","Kahekili.03m.Q3.2003","Kahekili.03m.2003","Kahekili.03m.Q3.MC.05","2003","2004",1,0,0,1,"growth",2.44463389676813,3.16407377145268,5.97623488922771,0.719439874684557,0.289920541184385
"3020","Ma","Kahe","03m","Q5","MC","01",3,"RSS","S",2003,18.764938,22.504583,2004,16.849005,21.140728,1,"growth",0,21.427076,1216.22969,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q5","Kahekili.03m.Q5.2003","Kahekili.03m.2003","Kahekili.03m.Q5.MC.01","2003","2004",1,0,0,1,"growth",2.93199012855808,2.82429160460972,8.59656611396201,-0.107698523948357,-0.761210088224123
"3021","Ma","Kahe","03m","Q5","MC","02",3,"RS","S",2003,0.670016,3.676673,2004,1.743387,7.077443,1,"growth",0,21.427076,1216.22969,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q5","Kahekili.03m.Q5.2003","Kahekili.03m.2003","Kahekili.03m.Q5.MC.02","2003","2004",1,0,0,1,"growth",-0.400453686285247,0.555829772873721,0.160363154859443,0.956283459158968,-0.761210088224123
"3022","Ma","Kahe","03m","Q5","MC","03",3,"RS","S",2003,1.992122,6.171298,2004,3.680608,9.459466,1,"growth",0,21.427076,1216.22969,0,"Kahekili","03m","Kahekili.03m","Kahekili.03m.Q5","Kahekili.03m.Q5.2003","Kahekili.03m.2003","Kahekili.03m.Q5.MC.03","2003","2004",1,0,0,1,"growth",0.689200402266929,1.30307795592525,0.474997194484897,0.613877553658325,-0.761210088224123
"3096","Ma","Kahe","07m","Q1","MC","01",7,"SSS","S",2003,4.920425,10.869553,2004,3.272237,9.301035,1,"growth",0,115.230106,1669.045675,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q1","Kahekili.07m.Q1.2003","Kahekili.07m.2003","Kahekili.07m.Q1.MC.01","2003","2004",1,0,0,1,"growth",1.59339490888732,1.18547384888021,2.53890733566802,-0.407921060007107,-0.213507236714654
"3097","Ma","Kahe","07m","Q1","MC","02",7,"SSS","S",2003,23.557598,26.529935,2004,38.131312,43.058155,1,"growth",0,115.230106,1669.045675,0,"Kahekili","07m","Kahekili.07m","Kahekili.07m.Q1","Kahekili.07m.Q1.2003","Kahekili.07m.2003","Kahekili.07m.Q1.MC.02","2003","2004",1,0,0,1,"growth",3.15944840112408,3.64103578187966,9.98211419936551,0.48158738075558,-0.213507236714654
